@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Class {'1','2'}
@data
1.10929759589475,1.15139225972798,-0.975166833986511,0.346003979769667,'1'
1.43215132582166,1.06641458292845,-0.894605230143148,-0.140654671044277,'1'
1.19466538946192,-0.774859293535587,0.117971188912471,0.611331248446428,'1'
1.05166385637518,1.29737255993683,-1.25330883245805,-1.16291062471488,'1'
-0.0407085777092339,-1.08445612725737,0.729657172094832,0.0862523039931471,'1'
1.37015139391424,1.32276191995914,-1.24161850508646,-0.955851418041182,'1'
1.09867901600751,0.188096084706785,-0.158188536656929,0.830788119127035,'1'
0.575085224856974,-1.48571025464362,1.62879582950121,0.271613201581293,'1'
0.963152404288758,0.655993022191872,-0.500657370110135,0.266651259490363,'1'
0.380667410210952,1.2384828765562,-0.851448053206124,0.207759958384094,'1'
0.272071473140438,1.17044279966419,-0.837978762973637,0.173663985291633,'1'
1.23794308841026,-0.786497503532394,0.226649647323478,0.97398928845659,'1'
0.507706143927729,0.980380436114579,-0.291019303831301,-0.931065678321269,'1'
-0.706479564823686,1.52233251363791,0.261674422610699,-0.847359872613401,'1'
1.03329091880712,1.16161616309267,-1.01772332216531,0.285870994603927,'1'
1.47776930388988,-0.902862563661519,0.479632028190937,1.26844099984099,'1'
0.777571763035736,0.19690568143936,-0.240737034085187,0.841325654118209,'1'
0.124965719209118,0.159878111420237,0.677004492095111,0.848761376034183,'1'
0.350034204417822,-1.15673912404574,1.60088690565756,-0.450596271216883,'1'
1.67540063613335,1.55371989696751,-1.33227630075074,-1.40592593349678,'1'
1.86555704700884,1.01918014938358,-0.931801726325486,0.326784244656101,'1'
-0.040722549524875,-1.08445612725737,0.729657172094832,0.0862523039931471,'1'
1.21918592591207,1.40632529012655,-1.20994372479702,-1.36560715766613,'1'
0.171174006488174,1.18877766636486,-0.71543825629592,-0.235482897670946,'1'
1.39299531248746,1.3594316533605,-1.40770894673542,-1.23669254624089,'1'
0.0907871651970572,-1.26216460757465,1.59950070083089,-0.816341741861401,'1'
0.24360389877168,-0.962808717056492,0.962054411286228,0.255495279542928,'1'
-0.289190332978524,1.10449862296193,0.173003520531309,-1.23295311162164,'1'
2.13681984768096,1.34779344336369,-1.34574559098323,-0.986198368220495,'1'
1.55255344710891,-0.897563173750821,0.463598259029109,1.08309927884063,'1'
-0.242374271719081,-0.355623024114746,0.80705360825063,0.634266447444507,'1'
0.364180667754444,0.292805895000162,0.437676228770362,0.794832017018844,'1'
1.34517677345576,0.972627309396355,-0.878155599533318,0.0992732071032598,'1'
-0.492819067085948,1.27833905983956,0.0732198764247747,-1.77104816503809,'1'
-0.720241803230178,-0.187431293846108,1.55930076085743,0.851863189109383,'1'
0.696255796004487,0.772358082320998,-0.513128592867418,0.228835028366442,'1'
0.783230348370386,0.700415882311455,-0.434341331202194,0.228216583410181,'1'
1.11184745224925,-0.186725844513944,0.0494695670611447,0.932452799301208,'1'
1.43983582442428,0.218767794800858,-0.813027076093558,0.702458393629428,'1'
1.06001201622074,1.32770347325208,-1.19390995563519,-1.08788222498246,'1'
1.30123541326448,1.16091752969608,-1.02486227702266,0.274091775553284,'1'
-0.22773530188111,1.2458952064956,-1.18242755898761,-2.70466034164464,'1'
-0.158117936086159,1.258232049889,-0.42187010844491,-0.381177023413335,'1'
0.181153375809835,0.669744172217381,0.210223120127426,0.592113910406337,'1'
0.841911974063041,0.853450675841939,-0.509961114838475,0.792348648899905,'1'
-0.4305711354509,1.30478488987623,-1.20144166852678,-3.0369426665938,'1'
0.572325791267856,0.803728425811658,-0.214805762460928,-0.500838931229395,'1'
1.21010424574535,0.708169009029679,-0.893403852626699,0.233173731354163,'1'
0.415352442540003,0.234631884855071,0.337707757353604,0.602032521026555,'1'
1.35460774901351,-1.15743775744233,0.467156184750898,0.283387626484989,'1'
1.68228175533661,0.353467721630663,-0.686351058349606,1.04465022031961,'1'
0.942893271609151,0.667273395570914,-0.445426349132807,-0.156139765685537,'1'
0.734643359478431,0.722635832290717,-0.594699815892875,-0.0327863647197038,'1'
1.5650582221077,0.611212325454525,-0.898948671933384,0.317483599577449,'1'
1.53016361254404,-0.188489467844353,0.0516412879562627,1.1296025042339,'1'
0.739708142648333,0.829475622451739,-0.469777347254661,0.74523656684428,'1'
1.8726477434467,0.528347588683704,-0.843731513004322,0.770655133961297,'1'
0.940273556176444,-1.02556644387675,0.729264414060609,1.03474071857859,'1'
-0.429170460932878,1.61047960048049,-0.413555189826262,-2.81933633663502,'1'
0.853054497036824,-0.249135958619806,0.734023717298846,0.443329956956117,'1'
0.0177669637027148,0.616494675526283,0.0843095150381429,0.334224760719023,'1'
1.3317987599794,1.59955706371921,-1.27250776930744,-1.5230948849,'1'
0.470890409713409,-0.515700383079609,0.0304554575219741,0.435270995936935,'1'
