@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute Class {'1','2'}
@data
0.343326546159829,0.708350576989408,-0.233879052087793,0.480448513868077,-0.201895222731339,0.573251552083265,-0.952681028929967,0.959845829715924,-0.297790661502,0.665016661373917,-0.672175387073413,0.314118623756786,-1.09600280725838,0.398189304784249,-0.988136483750418,0.744495222868582,-0.767464279553281,0.353668987570272,-0.572944513471789,0.380143158826901,-0.587888181087199,0.00984389285851303,-0.78757719315711,0.295122748807284,-0.86471458510656,-0.250893449431436,-0.719717498378233,-0.289521226263223,-0.615124244901231,0.120892234081133,-1.0520228034588,-0.313437577616075,-0.996832488318545,'2'
0.343326546159829,0.717621872285387,-0.526599261214247,0.630407785942445,-1.03543800187363,-1.34086813271247,-2.02446813742209,0.959845829715924,-0.469306142645739,0.0553404633101773,-1.68110423223945,-0.0925417641716288,-1.59568415353112,-1.31903550187397,-2.27987007389035,-0.530339664076647,-1.24377141217233,-0.0467825043822122,-1.8774020103996,-0.768579378536984,-0.889020835744473,-0.900303690117277,-0.567529003580375,-1.03748003137001,-0.381572310250771,-1.44281511736713,-0.213528228119453,-0.988849464279031,-0.17287855500697,-0.908724610190358,-0.114863504344299,-0.932448381829788,-0.0831362427513367,'1'
0.343326546159829,0.717621872285387,-0.176782776366373,0.764451206116722,-0.241359665579295,0.910363713488001,-0.460865963632878,0.74221427937803,-0.350675805645731,0.449291087611133,-0.205918180300175,0.726640522627581,-0.172353078577472,0.307217904818262,-0.148897440382503,0.735102536495589,-0.266974936318456,0.63001130502607,-0.117938780854153,0.608111882336723,-0.54603101188743,0.116393478087798,-0.119367535486038,0.307508528377525,-0.649655197579297,0.0958804982833894,-0.281780924768312,0.0893090409138013,-0.286344444773146,0.438537938045419,-0.462747364585313,0.401639482231657,-0.846259065543113,'2'
0.343326546159829,0.717621872285387,-1.12226452757574,0.764451206116722,1.91531470565321,0.325889767344529,-2.1472588986752,-1.01234764865194,-0.375405080698108,-0.847120094177521,-0.31381874856171,-0.645482982714107,-0.189041410431425,-2.058359839865,0.160833660795049,0.255267210786757,-0.783304331062199,-2.17018200413536,-1.00146018631374,-1.69945712679238,1.91109273917565,-0.601521377506629,0.108991860769195,1.04118890481726,1.92129720111778,-0.0468689023982801,1.94490861373995,1.07655105806012,-0.340089375927119,-0.169060652717683,1.95175172801077,-1.28887808731052,2.10120182621989,'1'
0.343326546159829,0.717621872285387,-0.154975799426814,0.651673827477632,-0.110331647205464,0.750071977424335,-0.675514876752675,0.509239063778434,-0.71391541591007,0.0894705516186716,-0.723037607802757,0.260385430295961,-0.203409115727693,-0.00182471817805202,-0.753588756713946,0.236611169350552,-0.430521457989214,0.144613623588385,-0.296328268363172,-0.455146956367291,-0.701607865915855,-0.563313116550826,-0.892120435249748,-0.629492106837298,-1.13939595241035,-0.789045714543663,-0.848019442559502,-0.616317419460954,-1.16765123098195,-0.71782948984328,-1.15091265999724,-0.75790412034947,-1.43172998256246,'2'
0.343326546159829,-1.24650505285821,-0.11405378564708,-1.35106766240264,-0.510827475777808,-1.13568090280073,-0.456301821640337,-0.722316875723162,-0.238403245537318,-0.779959743691056,-0.441014667226917,-0.645482982714107,-0.189041410431425,-0.598104372084636,-0.49396538098539,-0.624783853045718,-0.197664660172835,-0.759596688599429,-0.0578023052849518,-0.523033014877259,0.0546733256475657,-0.576385670104349,0.125803595462833,-0.625570807029147,0.110053724573219,-1.1091715581562,0.290054168308989,-0.794853805338556,0.0694061108572253,-0.618054926987637,0.00739749013342817,-0.670555518958061,0.225132030611338,'1'
0.343326546159829,0.669113489955883,-0.340493452830681,0.660545904534393,-0.70264503955994,0.764285837982299,-0.773222034114006,0.683659855005288,-0.939802274756616,0.567859440133989,-1.28118993004453,0.610727136375269,-1.21342651107718,0.61382748280287,-1.4938541493363,0.317524070033571,-1.36134560160846,0.0288794255198168,-1.37032032149091,0.0419087355510081,-1.49147885762439,-0.0736880695948849,-1.40090259533623,-0.292536714512156,-1.46295713119761,-0.781899529649953,-1.38222804902269,-0.578580136731722,-1.56470321322333,-0.692566787315437,-1.57371248902367,-0.934245442134185,-1.75748200085232,'2'
-2.90435699859531,-1.29350508996602,-0.100661949186271,-1.16007743960155,-0.251870513894099,0.910363713488001,-2.1472588986752,-1.01234764865194,-0.375405080698108,-2.62103320792462,-2.33216084099597,-0.645482982714107,-0.189041410431425,-0.528142851370675,-0.155411444690872,0.997402599149333,2.01744995413775,-2.17018200413536,-1.8774020103996,-0.553142709747269,-0.0160329145890612,-0.601521377506629,0.108991860769195,1.04118890481726,2.10403189209954,0.890210903704547,1.94490861373995,-0.658496423743603,0.0550164657933234,1.13022898497387,1.95175172801077,-0.669809930108364,-0.0309621892917666,'1'
0.343326546159829,0.644316294511323,-0.263490393181033,0.764451206116722,-0.562493171411815,0.910363713488001,-0.638273012258916,0.959845829715924,-1.12211359133641,0.794991275218167,-1.19319021481439,0.872246878009919,-1.00969567867391,0.855050888869116,-1.16586640732125,0.97000052788905,-0.701430562285774,0.773614234180206,-1.22371121070625,0.681158198672618,-1.18365907694856,0.550799396932212,-1.10692442380156,0.783903268946722,-1.14493396238959,0.0686320371846091,-1.14892195615087,-0.217187096746826,-1.20150228125523,0.170665877054677,-1.40768408065132,0.0737715649931643,-1.59639700948043,'2'
0.343326546159829,-1.33099249654238,-0.29201590969637,-1.16007743960155,-0.251870513894099,-1.12018779479255,-0.229552179120148,-0.786137056683146,-0.928820660125677,-1.65714203930786,-1.08426029208572,-0.645482982714107,-0.189041410431425,-1.04315268101832,0.685570476083963,-1.21954621391052,0.309176784936124,0.441662073241702,0.471787277550788,-0.553142709747269,-0.0160329145890612,-0.601521377506629,0.108991860769195,-0.941969605646356,0.114158136224502,-0.646606175537602,0.0801005605886606,-0.658496423743603,0.0550164657933234,-0.327927211797625,0.475714651868565,-0.826727706475335,0.780646043212744,'1'
