@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute Class {'1','2'}
@data
-1.57946571203705,-0.454916001468015,-0.489950482269422,-0.166854293476221,-0.420812833873356,-0.268685038398777,-0.741668041413661,-0.619596877189782,0.316323210445738,-1.0150731101698,-0.461868595318284,0.255433142816852,-0.634294584404743,1.52397570041239,-1.00637966092241,-0.812825643194437,-1.14390771509943,0.361483037229223,-0.0839183787980047,-0.233229648245707,-0.134985450867472,-0.394711750912698,-0.292140406568048,-0.203824997849003,-0.415492430035613,-0.156984520109966,-1.25599590236288,0.0760981989103991,-0.165280845357849,-0.738284972224703,0.866673362617968,-0.201174517163136,-0.582121218263311,-0.561685521007479,-0.765998928972128,-0.968963884203124,-1.50599315437671,-0.630620649761316,-1.10765611169523,-0.160703375119106,-0.321767659537031,'2'
-1.11993326443778,-1.14913158776751,-0.489950482269422,-0.166854293476221,-0.420812833873356,-0.268685038398777,-0.741668041413661,-0.685214828043323,-0.192502504216214,-0.450666708532045,-0.461868595318284,0.255433142816852,-1.73826304316824,0.0537193353302697,-1.30692562594121,-0.588686042502289,-0.519898549912337,0.427797477052249,-0.0839183787980047,-0.233229648245707,-0.134985450867472,-1.40282022340945,-0.0827863822427166,-0.203824997849003,-0.415492430035613,-0.156984520109966,-0.00534132671086171,-1.27501967765401,-0.165280845357849,-0.738284972224703,-0.537294101114301,-0.201174517163136,-0.582121218263311,-0.561685521007479,-0.765998928972128,-0.60322365137443,-0.919203195334863,-0.630620649761316,-1.10443766412755,-0.160703375119106,-0.321767659537031,'2'
-1.55566522670322,0.219791705389935,-0.489950482269422,-0.166854293476221,-0.420812833873356,-0.268685038398777,-0.741668041413661,-1.13360415887585,0.316323210445738,1.24255249638122,-0.461868595318284,0.255433142816852,-0.33819141639531,1.56845190851773,-0.890039287366756,-0.812825643194437,-0.0895474015074457,0.693055236344354,-0.0839183787980047,-0.233229648245707,-0.134985450867472,-1.52753467361525,-0.292140406568048,-0.203824997849003,-0.415492430035613,-0.156984520109966,-1.21164644932558,-0.0433029157627352,-0.165280845357849,-0.738284972224703,1.05818843571616,-0.201174517163136,-0.582121218263311,-0.561685521007479,0.035025795956976,-0.842054021992074,-0.21692797839649,-0.630620649761316,-0.827651173307332,-0.160703375119106,-0.321767659537031,'2'
-3.2619769444822,-0.432156808786211,-0.489950482269422,-0.166854293476221,-0.420812833873356,-0.268685038398777,-0.741668041413661,-1.86633794340706,-0.701328218878166,0.113739693105708,-0.461868595318284,0.255433142816852,-2.35614306427462,-0.549886346099298,-3.60033910094127,-0.812825643194437,2.04069078309678,1.19041353501706,-0.0839183787980047,-0.233229648245707,-0.134985450867472,-2.23424989144803,-0.292140406568048,-0.203824997849003,-0.415492430035613,-0.156984520109966,-3.55329756969533,6.74999208221928,-0.165280845357849,-0.0358235083594626,-0.636862882899182,-0.201174517163136,-0.582121218263311,-0.561685521007479,0.035025795956976,-0.872032729600984,3.81413176682978,-0.630620649761316,-1.56065260684575,-0.160703375119106,-0.321767659537031,'2'
-0.999100031204499,0.3922317261325,-0.489950482269422,-0.166854293476221,-0.420812833873356,-0.268685038398777,-0.741668041413661,-0.838323380034919,0.316323210445738,1.24255249638122,-0.461868595318284,-0.097901640718934,-0.0472229854033817,1.78193770742335,-0.439758952679098,-0.36454644181014,-0.197135188608666,0.527269136786792,-0.0839183787980047,-0.233229648245707,-0.134985450867472,-1.05985548534356,-0.292140406568048,-0.203824997849003,-0.415492430035613,-0.156984520109966,-1.02094380126516,-0.00559730060279804,-0.165280845357849,0.131117160065395,1.39024317688392,-0.201174517163136,-0.582121218263311,-0.561685521007479,-0.765998928972128,-0.567249202243738,-0.235655317514846,-0.630620649761316,-0.504197192755801,-0.160703375119106,-0.321767659537031,'2'
-0.999100031204499,0.433415027175765,-0.489950482269422,-0.166854293476221,-0.420812833873356,-0.268685038398777,-0.741668041413661,-0.925813981172974,0.316323210445738,1.24255249638122,-0.461868595318284,-0.103116914276658,-0.279997730196924,1.48839473392813,-0.595956676434387,-0.588686042502289,0.0180403855937799,0.593583576609818,-0.0839183787980047,-0.233229648245707,-0.134985450867472,-1.24692716065223,-0.292140406568048,-0.203824997849003,-0.415492430035613,-0.156984520109966,-1.04311852778382,-0.0433029157627352,-0.165280845357849,0.125067976307675,0.989109615817559,-0.201174517163136,-0.582121218263311,-0.561685521007479,-0.765998928972128,-0.567249202243738,-2.9669421922144e-06,-0.630620649761316,-0.583853770055805,-0.160703375119106,-0.321767659537031,'2'
0.39963618379887,2.38299878124149,0.197286727527154,-0.166854293476221,-0.420812833873356,-0.268685038398777,-0.741668041413661,-2.83967088106793,-0.701328218878166,0.678146094743462,-0.461868595318284,0.255433142816852,-1.0348040717701,-0.798953111489184,-0.300796839820946,-0.812825643194437,1.69640986437287,0.726212456255871,-0.0839183787980047,-0.233229648245707,-0.134985450867472,-1.18456993554934,-0.292140406568048,-0.203824997849003,-0.415492430035613,-0.156984520109966,-0.954419621709207,2.80975529800585,-0.165280845357849,0.8055171326101,-0.890787096733352,-0.201174517163136,-0.582121218263311,-0.561685521007479,0.035025795956976,0.792784832947115,3.16335673246688,-0.630620649761316,0.541798266739199,-0.160703375119106,-0.321767659537031,'2'
-0.469996934167882,0.916897347902995,-0.489950482269422,-0.166854293476221,-0.420812833873356,-0.268685038398777,-0.741668041413661,-0.597724226905268,0.82514892510769,0.113739693105708,-0.461868595318284,0.204584225629045,-0.100281934584262,1.41977429856561,-0.161834726962793,0.307872360266307,-0.713556566694538,0.361483037229223,-0.0839183787980047,-0.233229648245707,-0.134985450867472,-0.623354909623304,-0.292140406568048,-0.203824997849003,-0.415492430035613,-0.156984520109966,-0.426661130565266,-0.00559730060279804,-0.165280845357849,0.195557770373329,0.580829969934099,-0.201174517163136,-0.582121218263311,-0.561685521007479,-0.765998928972128,-0.539269075142089,-0.6445355549323,-0.630620649761316,-0.54684162302752,-0.160703375119106,-0.321767659537031,'2'
-0.340009668113906,0.0108647249511448,-0.489950482269422,-0.166854293476221,-0.420812833873356,-0.268685038398777,0.156702458951533,0.802125391303608,0.316323210445738,-1.0150731101698,-0.461868595318284,0.255433142816852,-0.867069329198285,-0.604528544628712,-0.426832244506249,-0.812825643194437,-0.971767255737474,-0.533761900381631,-0.0839183787980047,-0.233229648245707,-0.134985450867472,0.925182847098523,-0.0827863822427166,-0.203824997849003,-0.415492430035613,-0.156984520109966,-0.178304193556355,0.264626274710085,-0.165280845357849,-0.738284972224703,-0.762633975680085,-0.201174517163136,-0.582121218263311,-0.561685521007479,-0.765998928972128,-0.292444382495403,-0.997233774994683,-0.630620649761316,-0.555692353838632,-0.160703375119106,-0.321767659537031,'2'
0.472868446364492,0.653300137424314,-0.489950482269422,-0.166854293476221,0.00732556190495213,-0.268685038398777,0.156702458951533,0.452162986751389,-0.701328218878166,1.24255249638122,0.499646765383897,-1.42649257954907,0.0109707007950044,-0.117831753076029,0.239970452076673,0.980291162342754,1.20150604370723,-0.135875261443473,-0.0839183787980047,2.91238047937588,-0.134985450867472,-0.415497492613663,-0.0827863822427166,-0.203824997849003,-0.415492430035613,-0.156984520109966,0.478067711395772,0.038392583750462,-0.165280845357849,1.86278002715384,-0.456781545508344,-0.201174517163136,0.0749512298193104,0.316966030070392,0.035025795956976,-0.0306303360442616,1.4732143770352,0.28569554298579,0.0614449672634171,-0.160703375119106,-0.321767659537031,'2'
