@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute Class {'1','2'}
@data
0.488518732588973,-0.452500824364976,-1.04736594101192,-0.597582828197059,-0.0186287410601958,'1'
-0.642245653321974,0.10806061863507,0.292210080813265,-0.91552104988106,0.242148638875814,'1'
0.869040832928417,-0.460831680283436,0.578122976633517,0.80698088467207,0.837484984640389,'1'
-0.629424501816576,-0.317307846462868,1.93370849728385,-1.42553888904487,-0.134854524188202,'1'
-0.597396613602563,0.014788819596948,2.04257528840181,-1.68674594035366,-0.946823163131383,'1'
0.163449661924441,-0.643628692328677,-0.980022288080552,-0.385420124541303,-0.240372707513893,'1'
2.4686469199083,-0.708153340598495,0.787022146368403,-0.914941364901362,-0.349160600814726,'1'
-0.48821590178886,-0.118324943005136,1.40410555968768,-1.36483487764501,-0.670298547791837,'1'
-0.688003349420491,0.573423989576251,-0.141396839071069,-0.174300853849004,-0.134854524188202,'1'
-0.601956889071737,-0.764918917157357,-0.313693872287453,1.29123072703144,-1.54465281283049,'2'
-0.584258581929754,-0.527257611005486,0.0579831962162736,0.530559101559925,1.36020335305008,'2'
-0.191980927114754,-0.241819335976389,0.655731461197965,-1.40783351074254,2.94206062416333,'2'
-0.832548687614824,-0.803613313815344,-0.455980092365271,0.54241365939475,-0.134854524188202,'2'
-0.324800699492907,1.03986695307706,-1.43238559132871,-0.785329800182051,-0.379179299830691,'2'
0.68001931401292,0.318789089292456,-0.311557739733175,1.50883147547087,-0.872350215674317,'1'
-0.335217760138295,0.825884710399686,-1.20961005654072,-0.259836370974032,-0.347382671002661,'1'
-0.828386261693377,-0.934143051633504,0.580628958998317,0.855841332262583,-0.741382723007224,'1'
-0.0149648681696165,1.13573477237199,-1.42634904266456,-0.781654797302138,0.144755704848815,'1'
0.255401888926392,1.18783910809238,1.0092608991341,-0.962760378442142,-0.426006789416539,'2'
-0.5865647098358,0.117175178782001,1.31978979882973,-1.28276647637268,0.728324896691223,'1'
-0.796623273303854,-0.615138444604653,1.1690670046957,0.847070098845634,-0.87261035171885,'1'
-0.334185150633767,1.55177775692478,-1.46886577736915,-0.784400305300812,-0.349442748370721,'1'
-0.778687056130819,-0.726059582747207,0.74475630977852,1.10748358140636,-1.3799426736176,'2'
-0.334421061420862,1.03290158182198,-0.146875614237191,-0.196546764673346,-0.307870006884457,'1'
-0.255840777634856,0.170360106684766,1.85014842955226,-1.37896419929671,-0.608013974544434,'2'
-0.140655336592016,1.21651028753242,-0.102058813548796,0.00577328780988246,-0.813758573736046,'1'
-0.233947057046113,1.14944259901104,-1.27642592379653,-0.730309699953815,-0.352611405497792,'1'
-0.824967554524464,-1.12867363540551,-0.389973896316274,0.371885330220513,-0.134854524188202,'1'
-0.2000868617442,1.43238381643462,0.323123527408321,-0.897732716659222,-0.134854524188202,'1'
0.988136795153942,1.13538290516737,-0.236838082067121,-0.211892425325559,-0.376721014209846,'1'
