@relation data
@attribute V1 {'1','2'}
@attribute V2 {'1','2','3'}
@attribute V3 {'1','2'}
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 {'1','2','3'}
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute Class {'1','2'}
@data
'1','1','1',-0.327594103607223,-0.872848695538834,-1.05028002782477,-1.21056370647598,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','1',-0.329599038621133,-0.899494241680781,-1.02538979353403,-1.32130335856581,'1',0.101407571421417,-0.502887450621592,0.78700198283811,-0.242987553239149,-0.0683719631318407,-0.14589062214353,-0.118108468108581,'2'
'1','1','1',-0.358670596322821,-0.90482335090917,-1.16228608213309,-1.30548340826726,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','1',-0.268143421890429,-0.65435521717488,-0.440469287701675,0.561270726961347,'1',0.101407571421417,-0.502887450621592,0.78700198283811,-0.242987553239149,-0.0683719631318407,-0.0970463183181225,-0.0665058834708909,'2'
'1','1','1',-0.338664831727506,-0.856861367853667,-0.938273973516441,-0.894164700505028,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','2',-0.115855531920867,-0.611722343347767,-1.06272514497014,-1.09982405438614,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','2',0.512517252764644,0.132576578883917,-0.228902296230399,0.213231820393301,'1',0.833700902302125,2.04665797258876,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.194734925968938,-0.185191828137578,'2'
'1','1','1',-0.180231380084875,-0.613498713090563,-0.490249756283152,-0.118987135876197,'1',0.101407571421417,-0.502887450621592,0.78700198283811,-0.242987553239149,-0.0683719631318407,-0.0482020144927151,-0.0149032988332008,'2'
'1','1','1',0.0429266040720107,-0.419874411125758,0.51780473249175,0.751110130543918,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','2',0.68550827603001,0.240935133194496,-0.104451124776708,0.323971472483134,'1',0.101407571421417,0.771885260983584,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.219157077881641,-0.195512345065116,'2'
'1','1','1',-0.210915602906446,-0.71830452791555,-0.639591162027581,-0.641045495728267,'1',0.101407571421417,-0.502887450621592,0.78700198283811,-0.242987553239149,-0.0683719631318407,0.000642289332692415,0.0366992858044893,'2'
'1','1','1',-0.161663938434321,-0.709422679201567,-0.390688819120198,-0.561945744235529,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','2',0.330547607480465,-0.162300798420282,-0.527585107719259,-0.372106340652959,'1',0.101407571421417,0.771885260983584,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.224041508264182,-0.200672603528885,'2'
'1','1','1',-0.112455859505977,-0.576194948491839,-0.154231593358184,0.0708522677063732,'1',0.101407571421417,-0.502887450621592,0.78700198283811,-0.242987553239149,-0.0683719631318407,0.0494865931580999,0.0883018704421795,'2'
'1','1','1',-0.0639451492781225,-0.590405906434211,0.0697805152584606,-0.00824748378636463,'1',0.101407571421417,0.771885260983584,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.2142726474991,-0.190352086601347,'2'
'1','2','2',0.58709211817332,0.063298158914858,-0.191566944794291,0.00757246651218293,'1',0.833700902302125,-0.502887450621592,2.08507691038555,-0.242987553239149,-0.0683719631318407,0.0983308969835074,0.0883018704421795,'2'
'1','2','1',-0.25737779257661,-0.750279183285884,-0.80137768491738,-0.720145247221004,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','2','1',-0.293989649352349,-0.814228494026555,-0.938273973516441,-0.989084402296313,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','2','1',-0.336354797907132,-0.853308628368075,-1.11250561355161,-1.13146395498324,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','2','1',-0.354965825101467,-0.890612392966798,-1.18717631642382,-1.28966345796872,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','1',-0.336006113556888,-0.901270611423577,-1.03783491067939,-1.32130335856581,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','1',-0.342718287299107,-0.833768561197314,-1.05028002782477,-0.81506494901229,'1',0.101407571421417,-0.502887450621592,0.78700198283811,-0.242987553239149,-0.0683719631318407,-0.0482020144927151,-0.0149032988332008,'2'
'1','1','1',-0.347381940483634,-0.847979519139686,-1.00049955924328,-0.751785147818099,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','1',-0.19487612279517,-0.682777133059622,0.455579146764904,0.751110130543918,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','2',1.45710315757871,0.940824811856271,-0.141786476212815,0.039212367109278,'1',0.833700902302125,-0.502887450621592,2.08507691038555,-0.242987553239149,-0.0683719631318407,0.0494865931580999,-0.0149032988332008,'2'
'1','1','1',-0.224557878109787,-0.579747687977432,-1.17473119927846,-0.973264451997765,'1',0.101407571421417,-0.502887450621592,0.78700198283811,-0.242987553239149,-0.0683719631318407,-0.0482020144927151,-0.0149032988332008,'2'
'1','1','1',-0.145493701691703,-0.602840494633785,-1.02538979353403,-0.989084402296313,'1',-0.630885759459291,-0.502887450621592,-0.511072944709329,-0.242987553239149,-0.0683719631318407,-0.243579229794345,-0.221313637383962,'2'
'1','1','2',0.531389793221661,0.336859099305501,-0.776487450626642,-0.514485893339886,'1',0.833700902302125,0.771885260983584,0.78700198283811,-0.242987553239149,-0.0683719631318407,-0.175197204438775,-0.169711052746271,'2'
