@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute Class {'1','2'}
@data
-0.341594127241644,-0.518167474281452,-0.5877207833226,-0.196986707442916,-0.248439044928638,-0.403968029145177,-0.58646434027738,0.574737068769044,0.868716773291114,-0.0749871663885472,0.00145172634935661,-1.03767024914272,'1'
-0.274395347479726,-0.410160424605512,0.756957655585274,-0.140798791571206,1.03606128944548,-0.36277114630085,-0.604041770077866,1.28799269694671,-0.0801644000498558,0.127222799636833,-0.0604381526235969,0.189717949723613,'1'
-0.243061891429617,1.34399115964637,1.29221914131966,0.998349341703269,0.0910902732856279,1.39225508892586,-0.00950623529002793,-0.160029524991342,-1.79275701513922,-0.0929176023740843,0.252263615511598,1.91585755455934,'2'
1.35787675208354,1.0887904797416,0.459921763862555,0.842882025607108,-0.458698458125137,0.9915306435443,1.29294033486871,0.199470528381078,-2.25023902319467,-0.883256505629265,1.07164544719224,1.73389491147663,'1'
-0.80692055701199,0.308782364214573,0.240439392096518,0.206953108288548,-0.0637797035268777,0.389407345797068,-0.393781201826421,-1.48978125707316,-0.196056707858799,0.376201299378838,-0.384606165685771,0.549516342722944,'1'
0.596358935410199,0.809733749159467,0.630442368370042,0.17119803967519,0.341554766556496,0.441873002989577,1.32889318821521,-1.86286407349775,-0.245543502081677,0.824546810755096,-0.88987923715157,1.08693022151143,'1'
-0.0278084305932289,0.687192227273213,1.73987961643368,1.35708293132889,1.09148628148475,0.53948693143422,0.560533048249477,-1.66933474860266,0.563026972546322,-0.0966139265781946,0.147592291051597,-1.26781567010963,'2'
0.604458879873414,0.231716278436527,1.29069768088136,0.848024034664325,1.0374207703823,0.0448804244376061,0.897243274071773,-0.865133440068085,-0.502155321443102,-1.78833617781818,1.90947220451491,-1.60931684440893,'1'
2.00310397369133,0.0047628060076266,-2.51602559458992,-1.79721372329171,-1.6405684393156,-0.509972560134786,1.84685583126853,1.28190396071942,0.205980058837887,0.359133903119179,-0.389227023884192,0.160630848001516,'1'
1.7051695607646,0.866947183937877,-1.71248967118753,-1.80938073063837,-1.36478204496477,0.341136989877041,1.5909586477314,1.16439392061984,0.528175677977959,-0.287952493031382,0.298777292620447,-1.02861494612448,'1'
0.274309244790453,-0.0186823761973502,0.721320370703648,0.0740430375588857,0.508540855779698,0.16525386228547,-0.0629286814443852,-0.350853601258864,-0.123179687023266,0.0431163147544254,-0.0169991234698511,0.170610036665534,'2'
0.971704209979051,1.20825048808503,2.75036341829891,2.18632242013372,1.43924150512129,1.13021949840093,1.0673453462637,-0.373564330477934,-0.965299387325784,-1.09012011723537,1.17591096551559,0.0300998786832092,'1'
-0.441705339569285,-0.0948548230479773,1.6725257331845,0.740741930202937,1.36451188377929,-0.0175319993765242,-0.153606651816359,-0.825492427415342,-0.434803406133568,-1.16104892832011,1.21465508425619,-0.874521833614797,'1'
-1.32636281827202,0.528828110451644,1.20982620681501,0.756095534711813,0.496221866983046,0.732861050551941,-0.879759392862405,-1.45227258664347,-0.0427825540049159,-0.155240190982301,0.0934305012066435,-0.0966590674521626,'1'
-0.338743767038133,-0.838054259305983,-0.622304749439252,-1.00546503291814,0.159497262516881,-0.747104647175966,-0.751886286988693,0.752928944180211,-0.339774861589098,-1.03381704940428,1.12961352087371,-0.607482171296548,'2'
0.0133844008946378,-2.3111461291729,-1.61084441036752,-2.41249252536358,0.685294292656612,-2.54449854699747,-0.121033409819215,0.630820238322472,0.769252609437944,-0.160457108989149,0.135483272900863,-1.10310705034546,'1'
